"mean","sd","50%","2.5%","97.5%"
0.698462588411495,0.00468328906128931,0.698505828134413,0.69013169814352,0.707630658745277
0.699278165073408,0.00446178518368679,0.699404162178821,0.689468629366077,0.707778646391549
0.699758788244705,0.00438184134135908,0.699772660603752,0.690506428168747,0.708067309055548
0.700840838056171,0.00431010913419517,0.70084318058817,0.691990134036543,0.709323622186005
0.7017083671558,0.00427513039554547,0.701740791830047,0.693497929287817,0.710334710831412
0.702447986343343,0.00416327179745917,0.702535009273309,0.694190153525454,0.710855941549285
0.702966858994763,0.00427390249280509,0.703002875146454,0.694570068583343,0.711376850577056
0.703736764425496,0.00434927896595015,0.703755760938484,0.69529738578836,0.712495250197711
0.704343033340836,0.00427464980852294,0.704445120390426,0.696205309516741,0.712419874881489
0.704995512938173,0.0041459783669025,0.705035817608975,0.696881879590563,0.713177168747113
0.705694803335809,0.00427931706527695,0.705835454238229,0.696954624475025,0.713988525733437
0.705963286291555,0.00396539552696566,0.70603039352859,0.698040024176091,0.713884660167629
0.706893602579911,0.00400939296257867,0.707018695692672,0.698580079680457,0.714274288891536
0.707463760975434,0.00401534972053556,0.707429669339065,0.699594715917178,0.715263175363264
0.707932904341445,0.0040107649649588,0.708004660133447,0.699959835992058,0.716032036514402
0.708587833911992,0.00395308154987374,0.708765815399097,0.701033088491287,0.715826828744948
0.709160752436693,0.00388754753715866,0.709172587140083,0.701362910416426,0.716658871923961
0.709548124598214,0.00385546023899536,0.709451914202403,0.702141102367437,0.717842946177751
0.709981204615258,0.00374824352176923,0.709841981690602,0.702590457013052,0.717753405335799
0.710647392220529,0.00356739899782778,0.710643660057193,0.70355646446597,0.717426372076862
0.710818224769623,0.00381682079885939,0.710900205944055,0.702747471478028,0.718096535950656
0.711451222723062,0.0036283869229559,0.711353407162246,0.704797556854666,0.718581493401454
0.711949532775899,0.0037675895023218,0.712000503176892,0.70427835974932,0.71907156819642
0.712427520068362,0.00378108273048831,0.712572972211906,0.70501774468988,0.719689739620114
0.712811768157193,0.0036571913808704,0.712804733816144,0.705386494101282,0.719771329168134
0.713266671366361,0.00361630686887232,0.713186110375239,0.706455023547675,0.72065726183134
0.71378054751842,0.00367954341469662,0.713541414599503,0.706890822081088,0.721323566803889
0.714202867832049,0.00346750783913711,0.714316716409831,0.707447417374336,0.720326805394668
0.714452492920814,0.00367646596405654,0.714317424649707,0.707296095229606,0.721528476066261
0.714866382342141,0.00356631163510722,0.714859547363157,0.707891251647097,0.721932341908871
0.715206999354521,0.00353894366574764,0.715135011264016,0.708234189597657,0.721777128473999
0.715723009825823,0.00352231384817989,0.715764461501709,0.709259148900519,0.722657603020352
0.716304827453231,0.00355915143165817,0.716272063035899,0.709244426743027,0.722988516659476
0.716392190432894,0.00353888516887194,0.716371359929304,0.709394916988879,0.72323535533745
0.716898570374624,0.0033561542789462,0.716909800454088,0.7105045245547,0.723544002325895
0.717112071150663,0.00343340692760254,0.717223027374598,0.710316123339299,0.723969184585004
0.717396666347251,0.00349448736596318,0.717563917910658,0.710490534909533,0.724165198384236
0.717706393706929,0.00341020119741103,0.717688945913245,0.71098468653732,0.724372428260753
0.718171909123794,0.00340809784800663,0.718230542166394,0.711277405809666,0.724773793449507
0.718371786374948,0.00329170250808906,0.718367111279511,0.711906805768866,0.724913347560303
0.718859951578767,0.0033473655500109,0.718916480967952,0.712099290930161,0.725531864899566
0.719179440962021,0.00326339751544868,0.719197639144397,0.712977661031636,0.72575032002332
0.719695568033212,0.0032782312829361,0.719745669923244,0.713189995619891,0.726061392628882
0.719862384411389,0.00331818622115157,0.719984634874754,0.712645348186155,0.725616526855367
0.720257012496237,0.00304831851525977,0.72035393689357,0.714236646516781,0.725926456293249
0.720432146251437,0.00317129420701614,0.72036808490616,0.713878280856335,0.726530546990623
0.720688501932284,0.00316334653912649,0.720660984682625,0.714714478589547,0.72641431540944
0.721061445991715,0.00332221847452204,0.721049442761822,0.714262225875551,0.727119323245304
0.721402511023467,0.00308144121778234,0.721348590902433,0.71564413018406,0.727410633957711
0.721706409044779,0.00314576321468323,0.721625584899445,0.715542655178744,0.727948007303262
0.721936808565387,0.00309129890292053,0.721870576275222,0.716149184455649,0.728252848245723
0.722394755001348,0.00318757521800748,0.722360704657039,0.715756504839116,0.728749140438954
0.722439907006649,0.00317621571618835,0.722501524224837,0.715936575558155,0.7284059892863
0.722744757890446,0.00314910552205787,0.722716296210824,0.716409838381035,0.729083760637727
0.723007297619805,0.00310936395345557,0.722933498076848,0.716956957210469,0.729071935017061
0.723322956249793,0.00299463278493228,0.723230252992245,0.717536780075191,0.729266675430306
0.723696578528636,0.00296052370372256,0.723849218860732,0.717901524143025,0.729299679506464
0.723869119637966,0.00300611934790395,0.723838539763125,0.718202350616998,0.729803132587232
0.724095598426916,0.00303060624466354,0.724012311545954,0.71839625434301,0.730142932750078
0.72448403410037,0.00296402535436441,0.724472015702339,0.718712752333953,0.730198383340708
0.724563001878749,0.00298643656862449,0.724552579600633,0.718690191372144,0.730718985579308
0.724809739216489,0.00298386059936951,0.724807149243492,0.71900177920297,0.730427941753383
0.725175007656857,0.00302896623917415,0.725065750495273,0.719483924828737,0.731295175174897
0.725334348753669,0.00297156571093999,0.725400644403695,0.719525590503809,0.731361699539712
0.725657651272027,0.00280273042819577,0.725633972983452,0.720230888881662,0.731378840058151
0.725724993012708,0.00303541087917491,0.725812755774677,0.719857060854,0.731493384715538
0.726136832409051,0.00290046774515766,0.726210869263183,0.720278511450337,0.731896100091497
0.726315851590924,0.00283691524090751,0.726384983608084,0.720828605302534,0.731470309524184
0.726483768321048,0.00289001580415403,0.726512862551317,0.720615924334448,0.732161515956349
0.726714709939521,0.00282592018282739,0.726792948172492,0.721257189943332,0.73219780877476
0.727096313732757,0.00297810846182064,0.726945126736287,0.721324259013194,0.732806379619576
0.727232202462926,0.00288483002599775,0.727177015455787,0.721503552551623,0.732773202360571
0.727352358671622,0.0028594804434007,0.727341426750882,0.72194443661467,0.733383913315297
0.727733926473041,0.00274549205837521,0.727740422626164,0.722396269904863,0.733220220339025
0.727977762747849,0.00281341930336818,0.728019606787514,0.722447731378962,0.733586535090467
0.728163464725167,0.00274692236665898,0.728206650227745,0.722885217111248,0.733275319320644
0.728442736726187,0.0027050665296045,0.728415261995649,0.723168430010269,0.733487128295254
0.728462282943956,0.00280615090710862,0.728446262554391,0.722785696005319,0.733670588299028
0.728523129210559,0.00279217374884825,0.728400350707849,0.723076782351796,0.734205316648803
0.729065603395382,0.00265406094670084,0.729057246591639,0.723761383920891,0.734122728561592
0.72910114493672,0.00276429526653886,0.729134460462807,0.723503053000128,0.734802908862711
0.729373425916035,0.00270985631250078,0.729428602534115,0.723792529068392,0.734427826276182
0.72962314351003,0.00272099739541721,0.729778774950606,0.72430012276983,0.734967347944302
0.7297450375685,0.00275942610930655,0.729882119869552,0.724349762588748,0.734869645070088
0.729843063379733,0.00261729356073382,0.729867449641662,0.724859729367385,0.735028202306205
0.730078614965139,0.00259087520789195,0.730119260981546,0.724766993461574,0.73492073288455
0.730313488518258,0.00255354803743899,0.730231146109479,0.725217477282769,0.735117780445398
0.730499975263624,0.00265241504090448,0.730526569292249,0.725277948534187,0.735564347156809
0.7307954875756,0.00258834033223162,0.73077216666187,0.725748677280324,0.735923676892266
0.730862216575136,0.00263969605274867,0.730912697706193,0.725636509896665,0.736076640536104
0.73112393414391,0.00255600405405838,0.731081356537699,0.726256660776335,0.735996117668398
0.731354960386971,0.00254637334548088,0.731365163635685,0.726458432813259,0.736324296128761
0.731548269687225,0.00262606489236607,0.731517909235265,0.726496075566161,0.736927006719102
0.731690820345694,0.0025404557923523,0.731690643964674,0.726777346917669,0.73623566906697
0.731589563327111,0.00267171412564872,0.731560431223192,0.726411217307993,0.736970732106387
0.732034751594214,0.00245288338885267,0.731992781928944,0.726909521608731,0.736673514444323
0.732246018835905,0.00254012149130406,0.732271147867717,0.727192935237661,0.737223639944058
0.732256735373922,0.00247112032683466,0.732356095776032,0.727653664950998,0.736920149037851
0.732524539623131,0.00253998250833185,0.732550387233909,0.727418384950258,0.737269554748095
0.732483316352301,0.00245913748766369,0.73249559443635,0.727548771970061,0.737428399668614
0.732858536104584,0.00257914794105617,0.732837750726057,0.727801611856751,0.73782385200721
0.733136965301491,0.00255888939991612,0.73304707570903,0.728214217285057,0.737678738671226
0.733294447070398,0.00250171136744516,0.733210495671291,0.728289899748906,0.738463912545968
0.73343718541866,0.00249920095784707,0.73344629078599,0.728708091342111,0.738287976878549
0.733604829635486,0.00242736689011719,0.733593711815258,0.728692993630413,0.738125285549516
0.733732369084484,0.00250726872178421,0.733718382863143,0.728840385015127,0.738474907121828
0.733860534765067,0.00252331183367694,0.733817521242944,0.728749278709879,0.738803514046064
0.733889239616147,0.00250268594685281,0.73384139812267,0.728916133125662,0.738623742020263
0.73425969002719,0.00249574190504747,0.734228820944188,0.729567408718564,0.739363379838206
0.734377212814946,0.00232648789490669,0.73440254366416,0.729823258572362,0.738718472393235
0.734583835096472,0.00250835781163103,0.734542067710114,0.730127507799568,0.739425608774102
0.734648090528359,0.00233826272441632,0.734671533703182,0.729786538742071,0.739295058044155
0.734814734677069,0.00246647961728415,0.734856699262865,0.730223799807641,0.739439771835122
0.735018665379372,0.00237779175518857,0.734852830747321,0.730553134375203,0.739775205735075
0.735243710293895,0.002383472295711,0.735148810932503,0.730810162200581,0.740045624911
0.735360825538912,0.00238647738499505,0.735352175835141,0.73061314425077,0.740268634660587
0.735496451240905,0.00241594535988874,0.735521228158727,0.730629337680579,0.740094812991857
0.735618942577563,0.00242045854110851,0.735597723718496,0.730802610531444,0.740421961570818
0.735675740426533,0.00228641882637537,0.735706461056298,0.73123208673365,0.740017032192091
0.735924752027079,0.00238783510996415,0.735911760668229,0.731079364060544,0.740399833517599
0.736107210768221,0.0023392562676946,0.736102168561608,0.731770984358212,0.740964147205499
0.736218023218986,0.0023678148728301,0.736259243882695,0.73136988485893,0.740753991165445
0.73639230648159,0.00230307307040362,0.736398375963992,0.731808681882414,0.740834778650303
0.736414992564862,0.00235981782982172,0.736300097010678,0.731968998558996,0.74098620427382
0.736654710155384,0.00232591673338471,0.736674376996337,0.732066729347234,0.74110761010986
0.736806639027474,0.00224679570914692,0.736831726803693,0.732227363363871,0.741032877428857
0.736981655219924,0.00229849961554285,0.736917044106153,0.732551279749724,0.741481751514325
0.73686637175332,0.00232996772061831,0.736836491927951,0.73237795803978,0.741341146541367
0.737209442927434,0.00226838632990491,0.737138178024748,0.732889757669137,0.74178436655579
0.737317456248313,0.00232109445295085,0.737345089538082,0.732856532017105,0.741766044696226
0.737241100641778,0.00224796198645921,0.737344704863607,0.732728136436531,0.741378213684135
0.737652777388758,0.00231176992047783,0.737600863808747,0.733247850474151,0.742412101860334
0.737719095041111,0.00225111518866123,0.737692566366455,0.733193379178521,0.742144199745321
0.738004530474489,0.00224787117387599,0.738035838328641,0.733536532812248,0.742397799016712
0.738058972962457,0.00221592498984496,0.738118733467374,0.73392571847171,0.742643106894857
0.738225494065051,0.00224123146643355,0.738169357210402,0.73370294563156,0.74271459844922
0.738275146206878,0.00222721682811777,0.738254071765068,0.734070076963856,0.742830293141608
0.73855210569007,0.00222585402105313,0.738591189913191,0.734151534989899,0.743080244521247
0.738556154543896,0.00219784153072716,0.738578153788725,0.734295214728118,0.743044938908181
0.738664953391661,0.0022371406088228,0.738645656709653,0.734080892373305,0.743204786245547
0.738670218807279,0.0021985993450271,0.738610510095874,0.734591681139083,0.743097649164036
0.738870576227226,0.00222811606233493,0.738813096989165,0.734635324008225,0.743085033682582
0.739063759418698,0.00223096579780288,0.739067974817597,0.734612608632251,0.743504434902466
0.739164362371856,0.00224138988176311,0.739227737475304,0.734654061815771,0.743337054260739
0.73930397746316,0.00219262617184453,0.739331393094835,0.735092479200416,0.743404024090366
0.739436025385418,0.0021298865812414,0.739480001324304,0.735173601865341,0.743574762142906
0.739468839259804,0.00213323980241845,0.739412619224361,0.735337759331731,0.743628625645214
0.739707512801346,0.00213823013282882,0.739710141424841,0.735650313887429,0.743759214114152
0.739855564077529,0.00220306659069918,0.739826330827793,0.735413549990359,0.744204190510168
0.739996491082277,0.00214344781742834,0.739970690238524,0.735995105790726,0.744357017335108
0.74000423563113,0.00206345311483667,0.740039209550276,0.736057310950389,0.743849345181909
0.740208216121753,0.00206953550119658,0.740380336036846,0.736231445817294,0.744155683455613
0.740366319080975,0.00217711682657796,0.740343959144902,0.736106490966091,0.74469482434207
0.740505214024446,0.00210751394261169,0.740473422878737,0.736235344229423,0.744682319560813
0.740529308812488,0.00207190695813447,0.740504658206378,0.736659059177415,0.744611042371496
0.740598335697157,0.00213440698246346,0.740602181702482,0.736314910730569,0.744707592129192
0.740964534435576,0.002089785041148,0.740980705321507,0.73667526886775,0.744960362426751
0.740967086768365,0.00208706599587273,0.740943983242658,0.736924807518967,0.745111685227456
0.741069513235208,0.00208405353477479,0.741030712654909,0.737071804772772,0.745072507677282
0.741165635405069,0.00208481452679237,0.741205302416203,0.737170352669535,0.744941391573149
0.741232916043997,0.00199155348121461,0.741244833053154,0.737338822531552,0.745164133623446
0.741392860497477,0.00199793455641575,0.741372737336141,0.737188019366749,0.745385815499906
0.741419416105363,0.00204021656437756,0.741456236760553,0.737365858196992,0.745244792626817
0.74151828434201,0.00207011084239944,0.74154489171318,0.737559935044427,0.745559748991979
0.741713807656471,0.00204305215510809,0.741760619252748,0.737621876444127,0.745602811856847
0.741797995130687,0.00205858779896516,0.741732144117219,0.737785290046049,0.745884126238139
0.741972681262684,0.00207502360696854,0.742009832077291,0.738141487583566,0.746195998616387
0.742083820373269,0.00208896926593585,0.742005643386097,0.738034200622473,0.746360368598225
0.742125194075978,0.00200123241132919,0.742047695985841,0.738357073651622,0.746053810156167
0.742239518319376,0.00205632377006183,0.742228442273155,0.737978333567294,0.746086880330242
0.742420955234003,0.00197002558344483,0.742294977627469,0.738708741301162,0.746235635316911
0.742459717497399,0.00205633950341604,0.742379408425247,0.738619957772035,0.74644578458167
0.74262571307251,0.00204080520827157,0.742622733776087,0.738342911178443,0.746335617333606
0.742854558785976,0.0020857188490943,0.742874460143207,0.738936555234274,0.746810040951742
0.742825950536616,0.00199597838127312,0.742798213877538,0.738953814232581,0.746680362783052
0.742821984278787,0.00202910334481377,0.742868416851975,0.739047855495523,0.746630025498001
