"","ward_pre","obama_sen_primary_pct","keyes_pct","bush2004_pct","obama_pres_primary_pct","mccain_pct","votes_cast_2004_sen_dem_primary","votes_cast_2004_senate","votes_cast_2004_president","votes_cast_2008_president_dem_primary","votes_cast_2008_president","nondemo.distance","demo.distance","white_median_income","black_median_income","white_name","black_name","registrants"
"1468","28 50",0.876543209876543,0.0284552845528455,0.0121457489878543,0.933333333333333,0.00334448160535117,81,246,247,150,299,515.033533339362,1058.71557846653,336,12641,0.016720102979878,0.970899548232049,380
"1471","28 53",0.612244897959184,0.0529411764705882,0.125714285714286,0.638888888888889,0.076271186440678,49,170,175,108,236,778.829552282304,971.646696940308,71316,37497,0.0609982581970039,0.176260491593845,312
"1472","28 54",0.825688073394495,0.0457746478873239,0.0348432055749129,0.931818181818182,0.00595238095238095,109,284,287,176,336,836.448473403842,721.615262712297,0,21440,0,0.994725623322503,406
"1473","28 55",0.913793103448276,0.0397553516819572,0.0416666666666667,0.984455958549223,0,116,327,336,193,349,3489.02587771874,5768.39315147549,8125,7959,0.00450164504880865,0.992113453663185,439
"1477","28 59",0.959183673469388,0.0276497695852535,0.0319634703196347,0.974193548387097,0.0116279069767442,98,217,219,155,258,458.259845524379,1975.91309641054,16857,9082,0.00282672686703035,0.986245268563192,480
"1478","28 60",0.801801801801802,0.0284697508896797,0.0321428571428571,0.972677595628415,0.00346020761245675,111,281,280,183,289,2825.98636520279,5011.01147449785,0,12273,9.84330559277415e-05,0.995050268546436,348
"1480","29 1",0.936170212765957,0.0397022332506203,0.032258064516129,0.974459724950884,0.00127226463104326,235,403,403,509,786,3503.64251724166,5758.69428639428,13056,23183,0.00389565080084195,0.9894316275011,791
"1481","29 2",0.268292682926829,0.14873417721519,0.269113149847095,0.35,0.155495978552279,123,316,327,200,373,7609.86992127275,9324.67974057184,60818,40884,0.264045802109181,0.0156109544317632,456
"1482","29 3",0.965986394557823,0.030060120240481,0.0216962524654832,0.974719101123595,0.00190839694656489,294,499,507,356,524,2833.35252479605,5015.02999610058,0,30238,0.000681389100134304,0.992581566847251,413
"1483","29 4",0.9,0.0258397932816537,0.0331632653061225,0.948096885813149,0.023696682464455,200,387,392,289,422,5725.39249412402,7541.12602717821,56496,32455,0.0133521621051978,0.95086149693445,293
"1484","29 5",0.884057971014493,0.0276497695852535,0.0344036697247706,0.988416988416988,0.00659340659340659,207,434,436,259,455,4771.47688023654,6793.11389786066,2435,35536,0.00940373823594002,0.984213269845869,629
"1487","29 8",0.904458598726115,0.012012012012012,0.0297619047619048,0.957142857142857,0.00301204819277108,157,333,336,210,332,5198.80208597999,7058.31374637851,30986,26797,0.0043371884814813,0.966844057067943,342
"1488","29 9",0.481481481481481,0.191489361702128,0.279279279279279,0.414634146341463,0.237942122186495,135,329,333,164,311,8132.59507629595,9865.88270374866,25582,21461,0.466035321465638,0.00744970728299161,354
"1491","29 12",0.902877697841727,0.0408997955010225,0.0597938144329897,0.931428571428571,0.0342741935483871,278,489,485,350,496,6795.17237438996,8636.85043240655,24503,53861,0.0784209715477532,0.834506132933503,602
"1492","29 13",0.903930131004367,0.0108932461873638,0.0217391304347826,0.963934426229508,0.00628930817610063,229,459,460,305,477,5432.92909457147,7437.44089291852,4050,28572,0.015307095755401,0.968316481048466,422
"1493","29 14",0.912408759124088,0.0317124735729387,0.0380549682875264,0.965714285714286,0.0040650406504065,274,473,473,350,492,3213.53255673299,5461.61852189401,8392,24146,0.00211308307737368,0.995707006460245,518
"1494","29 15",0.903361344537815,0.0656108597285068,0.0382022471910112,0.970873786407767,0.00454545454545455,238,442,445,309,440,6480.50702539944,8313.27222146174,32636,37171,0.0185612755222486,0.968221208036844,521
"1496","29 17",0.907608695652174,0.028169014084507,0.0248618784530387,0.94273127753304,0.00557103064066852,184,355,362,227,359,6310.95522304467,8109.2220877675,42767,30151,0.02130724735224,0.954773976335561,499
"1499","29 20",0.86046511627907,0.0372208436724566,0.0414634146341463,0.944636678200692,0.0169811320754717,215,403,410,289,530,4502.86548507283,6847.7331701525,25061,17124,0.00419037707755309,0.993819488425427,207
"1500","29 21",0.865853658536585,0.0323974082073434,0.0346320346320346,0.95703125,0.0141342756183746,164,463,462,256,566,3995.83273425084,6317.69509855559,7,12388,0.00669593675004486,0.985017418745811,938
"1501","29 22",0.604395604395604,0.122257053291536,0.197568389057751,0.747747747747748,0.0767326732673267,182,319,329,222,404,4588.85585299832,6612.31404804998,6872,8786,0.36297632142383,0.407730632192848,413
"1502","29 23",0.924686192468619,0.0340681362725451,0.033596837944664,0.969491525423729,0.00630252100840336,239,499,506,295,476,4613.85600769279,6933.56654743659,24434,13149,0.0138041938980885,0.976365120524876,490
"1503","29 24",0.390243902439024,0.111111111111111,0.225705329153605,0.457446808510638,0.0958083832335329,123,315,319,188,334,7185.74996534339,8903.61696176247,51092,22926,0.191909111203726,0.0476208892914495,294
"1505","29 26",0.905701754385965,0.0276315789473684,0.0314547837483617,0.91254752851711,0.00505050505050505,456,760,763,263,396,5502.48279798148,7282.30664979936,53730,42347,0.0187714537868298,0.950214317795105,421
"1506","29 27",0.93854748603352,0.0134529147982063,0.0133037694013304,0.972972972972973,0.00210970464135021,179,446,451,259,474,4246.70265853068,6568.91390213348,285,12254,0.00119889915920085,0.989311320887348,331
"1507","29 28",0.909385113268608,0.0227670753064799,0.0192644483362522,0.952755905511811,0.00165289256198347,309,571,571,381,605,3501.49489309919,5544.58362637564,211,50911,0.0123867653116469,0.978541876258648,630
"1508","29 29",0.944915254237288,0.0407407407407407,0.0386740331491713,0.961038961038961,0.0260223048327138,236,540,543,385,538,5023.09789555223,7176.19664773995,17935,20611,0.0196720797143129,0.966854564349447,478
"1510","29 31",0.875,0.03125,0.0119904076738609,0.971731448763251,0.00657894736842105,208,416,417,283,456,3766.7484264475,5927.08538181063,0,16569,0,0.997139902885491,400
"1511","29 32",0.366071428571429,0.1875,0.30625,0.408839779005525,0.199445983379501,112,304,320,181,361,7985.79587131628,9705.17054545325,41652,49984,0.317384744801197,0.00739953150307993,404
"1512","29 33",0.882075471698113,0.0181347150259067,0.0260416666666667,0.928286852589641,0.00845070422535211,212,386,384,251,355,4427.72756159013,6630.5998877286,12792,30847,0.0161966882010493,0.980839889098483,341
"1513","29 34",0.723684210526316,0.0796178343949045,0.13166144200627,0.768041237113402,0.0895522388059701,152,314,319,194,335,4277.07256259654,6375.83953262582,25286,95304,0.265849547395813,0.452923141836797,469
"1514","29 35",0.926701570680628,0.0287958115183246,0.0257731958762887,0.937759336099585,0.00252525252525253,191,382,388,241,396,4586.3908369748,6704.37942357291,5727,30609,0.00321923346412115,0.986101051006134,312
"1516","29 37",0.922018348623853,0.0308056872037915,0.0307328605200946,0.954703832752613,0.0045045045045045,218,422,423,287,444,5139.43433456988,7141.20413187888,2153,29109,0.011088968333626,0.976862510290197,512
"1517","29 38",0.939393939393939,0.0212201591511936,0.0183246073298429,0.957746478873239,0.00479616306954436,231,377,382,284,417,3471.08114439304,5650.05309618857,0,13239,6.98939417926562e-05,0.998430718959117,317
"1519","29 40",0.970509383378016,0.0218181818181818,0.0252707581227437,0.964376590330789,0.00844594594594595,373,550,554,393,592,5633.62737522025,7561.33070750777,45454,39899,0.016190314539484,0.972872791096153,609
"1520","29 41",0.919847328244275,0.0273348519362187,0.0223713646532438,0.966197183098592,0.00408997955010225,262,439,447,355,489,5393.96609353606,7286.24445957456,46189,40020,0.0192350467237382,0.97288865948318,541
"1521","29 42",0.901185770750988,0.0504032258064516,0.0483870967741935,0.977142857142857,0.00521739130434783,253,496,496,350,575,3655.90099452385,5865.79105643876,5149,16792,0.000238038665346915,0.996342402619994,882
"1522","29 43",0.94311377245509,0.0285714285714286,0.0319548872180451,0.952646239554318,0.00553505535055351,334,525,532,359,542,5883.95981534751,7738.81625225258,64362,31136,0.00614879758420116,0.98253665363203,635
"1523","29 44",0.887966804979253,0.0311750599520384,0.0334928229665072,0.946768060836502,0.0133689839572193,241,417,418,263,374,4758.82873553548,6914.01078936827,8575,18169,0.0261676777505275,0.962301411525099,529
"1524","29 45",0.908653846153846,0.0245098039215686,0.0266990291262136,0.963503649635037,0.012531328320802,208,408,412,274,399,5016.28921899117,7106.80209516871,1927,34790,0.00246171048047782,0.984388935718242,411
"1525","29 46",0.925133689839572,0.0178173719376392,0.0195652173913043,0.949640287769784,0.0021978021978022,187,449,460,278,455,5097.52574520302,7046.11942093513,10785,37636,0.0141392998154389,0.972825177854339,616
"1526","29 47",0.902077151335312,0.0746268656716418,0.0749063670411985,0.933518005540166,0.031413612565445,337,536,534,361,573,4804.04391662482,7026.71596135645,27124,34906,0.0854641858482077,0.897920693568291,445
"1527","29 48",0.930362116991644,0.0398351648351648,0.0233516483516484,0.967105263157895,0.0136363636363636,359,728,728,304,440,5160.3701481981,7216.34599261325,1796,28981,0.00941319943701598,0.987949358865876,268
"1529","30 1",0.457142857142857,0.173611111111111,0.347079037800687,0.544973544973545,0.295384615384615,140,288,291,189,325,6913.20674950327,8505.02404343319,35074,34064,0.779577728286883,0.0063734816867087,284
"1530","30 2",0.329268292682927,0.173076923076923,0.333333333333333,0.525,0.181818181818182,82,208,213,160,275,7843.31334451496,9586.39118510371,16071,648,0.446666848442838,0.0070822145315237,244
"1532","30 4",0.298245614035088,0.114649681528662,0.192546583850932,0.447916666666667,0.127659574468085,114,314,322,192,329,4464.16617953804,6123.53610601427,28664,21492,0.116138610297812,0.0233266847736558,429
"1533","30 5",0.349206349206349,0.101010101010101,0.18348623853211,0.413793103448276,0.1375,63,198,218,116,240,3785.55891699226,5506.82582327455,38122,4568,0.0529280144469498,0.0338014954203253,521
"1535","30 7",0.237704918032787,0.122743682310469,0.239285714285714,0.434210526315789,0.14,122,277,280,152,300,6305.45257873249,7944.74768329996,38286,1627,0.433391679957772,0.00330321640604548,391
"1537","30 9",0.0967741935483871,0.182758620689655,0.3,0.462765957446808,0.197568389057751,186,290,300,188,329,6911.76782733378,8649.48987093612,48574,20310,0.448634917162164,0.000105817733983878,316
"1539","30 11",0.212121212121212,0.160714285714286,0.283842794759825,0.5,0.165322580645161,99,224,229,134,248,7626.22558540084,9371.11236019015,16061,655,0.521014169849044,0.00784501629741316,326
"1540","30 12",0.173913043478261,0.155251141552511,0.271111111111111,0.425287356321839,0.156996587030717,92,219,225,174,293,7570.33505306562,9308.97889187722,16830,1743,0.297293298125047,0.00434476158732716,284
"1541","30 13",0.347826086956522,0.207547169811321,0.31055900621118,0.54320987654321,0.214067278287462,92,318,322,162,327,6688.57689560412,8342.46672720898,41029,31621,0.38915419448494,0.0136132541699999,357
"1542","30 14",0.288888888888889,0.132352941176471,0.2,0.408450704225352,0.157142857142857,45,136,140,71,140,6796.31761343074,8521.48335282764,39065,56875,0.331742031995171,0.00414540765649869,309
"1543","30 15",0.503448275862069,0.21505376344086,0.328621908127208,0.587628865979381,0.26551724137931,145,279,283,194,290,6755.16884210813,8103.08106368961,24976,8200,0.759728680450357,0.0059968787819741,272
"1547","30 19",0.351351351351351,0.0886699507389163,0.119617224880383,0.496402877697842,0.109375,74,203,209,139,256,4843.59096009829,6485.35609414108,18321,13342,0.284417774144275,0.0246222035049908,293
"1548","30 20",0.282608695652174,0.0948616600790514,0.208333333333333,0.42483660130719,0.101754385964912,92,253,288,153,285,3531.18233076128,5261.81760433714,18882,7233,0.0365885299487719,0.0175645582829464,500
"1551","30 23",0.402061855670103,0.133093525179856,0.202749140893471,0.460674157303371,0.0901639344262295,97,278,291,178,366,2537.47136106681,4277.71658536566,24183,17251,0.0169955623398307,0.109676306604219,706
"1552","30 24",0.152941176470588,0.123134328358209,0.220640569395018,0.385026737967914,0.116071428571429,85,268,281,187,336,4150.83062860229,5888.46110464265,37673,56187,0.0734984019437663,0.0150786012066308,471
"1554","30 26",0.4,0.080952380952381,0.15695067264574,0.52,0.0821917808219178,70,210,223,125,219,2706.88139073892,4450.84305699078,19818,11207,0.0414176401008394,0.139624247823297,397
"1556","30 28",0.148514851485149,0.215767634854772,0.301587301587302,0.333333333333333,0.180555555555556,101,241,252,138,288,7314.52288819627,9056.58700088355,19563,1059,0.381842911845411,0.00693968657856709,391
"1557","30 29",0.25,0.100529100529101,0.211340206185567,0.3046875,0.111627906976744,56,189,194,128,215,3357.1996141789,5072.28348261503,34010,40240,0.034453723401497,0.0241758711092585,412
"1558","30 30",0.190140845070423,0.13125,0.256880733944954,0.389908256880734,0.206018518518519,142,320,327,218,432,6599.94317674428,8283.82147623201,43886,81680,0.428940978412775,0.00198137093783965,314
"1559","30 31",0.233766233766234,0.105485232067511,0.2,0.480263157894737,0.094488188976378,77,237,255,152,254,2996.64435225039,4724.38222170781,30107,14640,0.039386697339248,0.0176578647595755,478
"1560","30 32",0.530612244897959,0.143835616438356,0.21656050955414,0.555555555555556,0.153846153846154,49,146,157,81,143,2921.2301067147,4666.8685169634,25196,17482,0.0499462101430788,0.109364765889988,319
"1561","30 33",0.192307692307692,0.0836236933797909,0.168831168831169,0.475675675675676,0.102167182662539,104,287,308,185,323,3206.43746341401,4947.55720861271,24780,17271,0.0237888553127513,0.0755990246745187,611
"1563","30 35",0.1,0.144230769230769,0.239130434782609,0.380681818181818,0.15,90,312,322,176,320,6390.13717597337,8127.78559001906,43734,17860,0.231844503364208,0.0538931878784844,586
"1565","30 37",0.229885057471264,0.218390804597701,0.332089552238806,0.33974358974359,0.240143369175627,87,261,268,156,279,7317.23555514007,9062.29974301371,30748,2123,0.454853098959472,0.00112271105817058,299
"1566","30 38",0.331428571428571,0.125319693094629,0.263819095477387,0.502057613168724,0.182254196642686,175,391,398,243,417,6471.23563172988,8082.68007533883,77424,2296,0.583297314376763,0.00138250579281068,475
"1567","30 39",0.252100840336134,0.115625,0.212307692307692,0.502702702702703,0.193732193732194,119,320,325,185,351,6800.31518809854,8499.47955201738,99127,35928,0.506984608795653,0.00950033624319324,562
"1568","30 40",0.243697478991597,0.15625,0.215753424657534,0.452513966480447,0.13595166163142,119,288,292,179,331,6661.55556173332,8404.59322919814,47123,1,0.244258538590537,0.0144643347281627,466
"1569","30 41",0.205607476635514,0.103092783505155,0.183333333333333,0.366336633663366,0.0619195046439628,107,291,300,202,323,3978.84932168782,5694.8124770917,18931,7605,0.0294053092119204,0.0129350577921761,603
"1570","31 1",0.216666666666667,0.150684931506849,0.217687074829932,0.528089887640449,0.106666666666667,60,146,147,89,150,5456.30471837852,7188.7588940384,15407,9369,0.120745882097701,0.00332592010125502,212
"1571","31 2",0.37037037037037,0.145833333333333,0.242424242424242,0.416,0.146919431279621,81,192,198,125,211,5688.35658187924,7429.34443884144,34157,31210,0.25137629689625,0.00673102921645751,305
"1572","31 3",0.322222222222222,0.184549356223176,0.306382978723404,0.481481481481481,0.179282868525896,90,233,235,162,251,7127.88687320225,8873.55803107436,33099,15,0.467663334391301,0.0017937530155448,246
"1573","31 4",0.18348623853211,0.125984251968504,0.218867924528302,0.354609929078014,0.145833333333333,109,254,265,141,240,5663.52929308313,7315.02784169897,22247,26074,0.213653122026146,0.0038951473457338,427
"1574","31 5",0.283018867924528,0.21875,0.363945578231293,0.457831325301205,0.259146341463415,106,288,294,166,328,5915.69800771758,7621.11184592307,20902,24145,0.258701451999192,0.0110166992669153,304
"1575","31 6",0.297709923664122,0.173431734317343,0.320143884892086,0.414473684210526,0.176691729323308,131,271,278,152,266,6012.31687914401,7734.85376004183,29302,32350,0.180330310960007,0.0115562183048783,549
"1576","31 7",0.454545454545455,0.151851851851852,0.216312056737589,0.473053892215569,0.0847457627118644,88,270,282,167,295,5341.30160400304,7067.5028212147,30755,1240,0.164571051183341,0.013565359355529,368
"1577","31 8",0.293333333333333,0.133004926108374,0.246445497630332,0.463235294117647,0.147058823529412,75,203,211,136,204,6319.17736331245,7988.27339859769,26159,57353,0.382787599006286,0.00261153816761147,332
"1578","31 9",0.396551724137931,0.121338912133891,0.237704918032787,0.364963503649635,0.146245059288538,116,239,244,137,253,6581.16176844812,8318.1563268308,30476,0,0.29915754479214,0.00302205033015687,421
"1579","31 10",0.116279069767442,0.160583941605839,0.244897959183673,0.338461538461538,0.141025641025641,43,137,147,65,156,4642.94855087539,6339.83178141359,32394,38216,0.0544775963983382,0.00537594998908786,433
"1580","31 11",0.311688311688312,0.125,0.251336898395722,0.420560747663551,0.204878048780488,77,184,187,107,205,5570.25968004087,7307.43842938446,17647,11220,0.231849792707667,0.00113406517948314,196
"1581","31 12",0.28169014084507,0.138996138996139,0.25,0.480263157894737,0.0982456140350877,71,259,268,152,285,4945.04979337413,6683.8890308674,35693,29329,0.114486933614978,0.0400245781567401,397
"1582","31 13",0.226190476190476,0.145833333333333,0.246753246753247,0.333333333333333,0.152647975077882,84,288,308,153,321,5095.53126171166,6789.26543250829,58725,4406,0.110408802298662,0.00737753110679581,537
"1583","31 14",0.407894736842105,0.0778688524590164,0.162162162162162,0.510489510489511,0.131386861313869,76,244,259,143,274,5014.31068794325,6733.83818467385,19549,7357,0.091899471350369,0.00562898629173533,316
"1584","31 15",0.14,0.158227848101266,0.298780487804878,0.415730337078652,0.168674698795181,50,158,164,89,166,7254.42634920334,8999.28981740487,13546,438,0.411327583788271,0.00121565696242273,336
"1585","31 16",0.173076923076923,0.188311688311688,0.222929936305732,0.458333333333333,0.171806167400881,52,154,157,96,227,5644.67000800438,7255.09869721643,12803,13635,0.44679977963312,0.0159580848298021,174
"1586","31 17",0.19047619047619,0.125,0.205761316872428,0.461538461538462,0.134751773049645,84,232,243,143,282,5080.97662246099,6823.19738883338,38054,31076,0.135710743866297,0.0191146011036758,340
"1587","31 18",0.298969072164948,0.165217391304348,0.289256198347107,0.428571428571429,0.192771084337349,97,230,242,140,249,6177.094216876,7908.49508118824,29196,3048,0.182969565510149,0.00376988618081761,475
"1589","31 20",0.317460317460317,0.111675126903553,0.226600985221675,0.431818181818182,0.107758620689655,63,197,203,132,232,5511.0248829419,7253.5413688588,36248,37111,0.150086400004541,0.0111169114115185,404
"1590","31 21",0.369369369369369,0.115107913669065,0.147766323024055,0.461538461538462,0.130293159609121,111,278,291,195,307,5244.8670843524,6990.35038229573,45019,32161,0.116432817051096,0.0320919022729392,461
"1591","31 22",0.391304347826087,0.151162790697674,0.262857142857143,0.508620689655172,0.150485436893204,69,172,175,116,206,5369.61104880827,7027.64214029311,30729,1426,0.217709532034727,0.000903272080119638,376
"1592","31 23",0.242857142857143,0.16025641025641,0.266666666666667,0.468354430379747,0.169398907103825,70,156,165,79,183,5251.00730182876,6993.85607695096,22760,7052,0.185255398398974,0.0153974437400631,313
"1593","31 24",0.294117647058824,0.126760563380282,0.21875,0.44,0.115555555555556,85,213,224,125,225,4920.02382882703,6650.92529884878,32956,4276,0.158756156778376,0.0147608550407079,325
"1594","31 25",0.233766233766234,0.139917695473251,0.252918287937743,0.512048192771084,0.111510791366906,77,243,257,166,278,4212.73270830323,5913.55632893124,40919,14686,0.0504196759908255,0.0031804231195948,447
"1595","31 26",0.181818181818182,0.191011235955056,0.288770053475936,0.435643564356436,0.124401913875598,44,178,187,101,209,6023.03401534571,7652.45650621513,40991,1716,0.383221842046016,0.0108354347730047,376
"1596","31 27",0.15,0.113207547169811,0.194690265486726,0.355704697986577,0.106060606060606,80,212,226,149,264,4378.15019893205,6122.36234048154,23156,380,0.0730587356143065,0.00296718604650336,310
"1597","31 28",0.303030303030303,0.152892561983471,0.253012048192771,0.4125,0.114982578397213,99,242,249,160,287,5988.16305194606,7732.95928374383,29139,411,0.249814574792815,0.00492492936945949,350
"1598","31 29",0.270588235294118,0.141414141414141,0.274038461538462,0.408450704225352,0.198412698412698,85,198,208,142,252,6801.78229270662,8547.21727911561,22464,15,0.351790422441165,0.0049470735373673,337
"1599","31 30",0.265957446808511,0.1328125,0.3,0.422110552763819,0.185667752442997,94,256,260,199,307,5522.55106039187,7224.06467852023,36697,17627,0.156051625639449,0.0187204748989936,453
"1600","31 31",0.326797385620915,0.165079365079365,0.29607250755287,0.423809523809524,0.175141242937853,153,315,331,210,354,5736.99792560528,7423.23795250976,37451,9714,0.269036958282444,0.00872389616538529,526
"1601","31 32",0.233333333333333,0.0958904109589041,0.226666666666667,0.410112359550562,0.128113879003559,120,219,225,178,281,6251.63992487667,7955.17970228912,18695,24005,0.284017772328964,0.00471545735198712,322
"1602","31 33",0.415094339622642,0.169082125603865,0.341121495327103,0.515723270440252,0.170818505338078,106,207,214,159,281,5918.13219337437,7576.28929971687,39909,32388,0.268029773855995,0.0041033384403853,285
"1603","31 34",0.26984126984127,0.102564102564103,0.216748768472906,0.459016393442623,0.124444444444444,63,195,203,122,225,4348.49369281664,6064.78701617145,27025,9583,0.0825184863017914,0.012730485741399,382
"1604","31 35",0.191780821917808,0.158163265306122,0.2,0.405405405405405,0.0742574257425743,73,196,200,111,202,5942.48737632109,7685.25705156356,33638,18960,0.207126782829052,0.0120033772929932,457
"1605","31 36",0.29126213592233,0.0892857142857143,0.168918918918919,0.370165745856354,0.128930817610063,103,280,296,181,318,4489.80293527423,6216.16364431789,34509,42583,0.0607570680648549,0.0148324096551753,448
"1606","31 37",0.232758620689655,0.136531365313653,0.203508771929825,0.467625899280576,0.111864406779661,116,271,285,139,295,4669.05203812854,6407.24782054026,63237,33763,0.0967938258905551,0.0339129654328783,473
"1607","31 38",0.347826086956522,0.133333333333333,0.227586206896552,0.5,0.115606936416185,69,135,145,94,173,6542.05640144706,8266.83649444397,29513,6233,0.355851232846503,0.00978708062233425,160
"1608","31 39",0.309859154929577,0.14070351758794,0.262135922330097,0.321428571428571,0.136842105263158,71,199,206,84,190,3906.10926759914,5651.28187722424,153302,90764,0.0555121069682552,0.0273104629173273,432
"1609","31 40",0.204819277108434,0.107344632768362,0.247422680412371,0.381443298969072,0.115,83,177,194,97,200,4494.47353857339,6234.77691996831,74018,50466,0.110204343915462,0.0464083054084259,164
"1610","31 41",0.347222222222222,0.136792452830189,0.276785714285714,0.416666666666667,0.117845117845118,72,212,224,156,297,6124.23288709572,7869.82897810096,29491,329,0.228623667356464,0.0183189458602625,365
"1611","31 42",0.284210526315789,0.134831460674157,0.225454545454545,0.464285714285714,0.140672782874618,95,267,275,196,327,4959.91195110046,6704.81449673493,57697,109052,0.112409225228406,0.0106177028645853,415
"1612","31 43",0.277227722772277,0.207017543859649,0.332191780821918,0.420731707317073,0.2,101,285,292,164,330,6920.72117956845,8665.87604508075,33975,0,0.359754494987281,0.000935089483538127,465
"1613","31 44",0.333333333333333,0.133620689655172,0.232,0.431818181818182,0.121107266435986,75,232,250,132,289,4688.20415128119,6433.8284831276,16781,11338,0.0698279476954801,0.0206427096814618,456
"1614","31 45",0.232876712328767,0.206349206349206,0.342307692307692,0.424460431654676,0.229090909090909,73,252,260,139,275,6676.42003082752,8420.66447400123,30155,0,0.386070411939282,0.00182999262851185,340
"1621","32 1",0.583333333333333,0.087360594795539,0.144424131627057,0.695081967213115,0.162020905923345,216,538,547,305,574,1715.99313362062,1781.31270808946,34491,44249,0.75295322745063,0.0106234156165376,306
"1622","32 2",0.639175257731959,0.0877513711151737,0.186932849364791,0.750853242320819,0.135746606334842,194,547,551,293,663,2910.47108841914,2946.85904224555,63524,23949,0.733617066577659,0.0957889214812481,661
"1623","32 3",0.56687898089172,0.0813186813186813,0.181222707423581,0.757201646090535,0.146341463414634,157,455,458,243,533,2357.82909341164,2409.45165492774,36704,11772,0.617101776144323,0.132891005776197,495
"1624","32 4",0.521951219512195,0.1,0.237179487179487,0.71947194719472,0.186305732484076,205,610,624,303,628,3719.92723737442,3125.09626058795,104001,84503,0.726414103853165,0.0052837363379584,837
"1625","32 5",0.469565217391304,0.111888111888112,0.220689655172414,0.689814814814815,0.147505422993492,115,429,435,216,461,3714.85637172159,3341.81605070384,31380,39251,0.665203574609352,0.00844932642782751,454
"1626","32 6",0.405882352941176,0.169072164948454,0.274390243902439,0.628571428571429,0.24390243902439,170,485,492,280,533,1477.68091919497,1666.5719506919,34996,5480,0.855852302701576,0.00226287270693644,331
"1627","32 7",0.540816326530612,0.110486891385768,0.340110905730129,0.809090909090909,0.225978647686833,98,534,541,220,562,4883.92036242896,4087.37212378245,67299,31369,0.883817733507283,0.00682516082218694,570
"1628","32 8",0.559585492227979,0.137309292649098,0.354706684856753,0.741641337386018,0.264394829612221,193,721,733,329,851,4325.20249895066,3528.72325659107,115646,207257,0.916057059663944,0.00950593058589367,598
"1629","32 9",0.659836065573771,0.0949868073878628,0.24031007751938,0.725641025641026,0.172371638141809,244,758,774,390,818,5730.21660266145,4944.80715804724,90232,24706,0.818404228377466,0.0147008694789616,500
"1630","32 10",0.596638655462185,0.133802816901408,0.329310344827586,0.683397683397683,0.250798722044728,119,568,580,259,626,4688.39991469268,3897.26251802221,115520,57306,0.881797435088121,0.00985039620553616,632
"1631","32 11",0.563829787234043,0.0845771144278607,0.192592592592593,0.644351464435146,0.129292929292929,94,402,405,239,495,1637.93458225548,1573.76809771621,26374,32139,0.673502830602519,0.0239995369733118,493
"1632","32 12",0.663636363636364,0.087248322147651,0.146666666666667,0.774869109947644,0.0953757225433526,110,298,300,191,346,2026.30929822467,2099.49404905787,29916,42382,0.648355759375275,0.0282805932622609,480
"1633","32 13",0.507042253521127,0.141447368421053,0.348534201954397,0.707692307692308,0.27906976744186,71,304,307,130,301,3657.01937182029,2880.68598529942,51804,263,0.923471422203693,0.0193730349912613,324
"1634","32 14",0.47682119205298,0.0760869565217391,0.172786177105832,0.669421487603306,0.137931034482759,151,460,463,242,493,3622.12689339635,3749.45564787412,33013,32842,0.595258176445582,0.0164900769079618,660
"1635","32 15",0.550335570469799,0.0993520518358531,0.266524520255864,0.754716981132076,0.181609195402299,149,463,469,212,435,5874.57146570508,5102.67585029923,30042,55703,0.781256883161631,0.0114211004589498,402
"1636","32 16",0.472222222222222,0.0952380952380952,0.219262295081967,0.646586345381526,0.15625,180,483,488,249,544,4072.19747769129,3885.5868956254,35635,31253,0.758756448997852,0.0163019064895411,588
"1637","32 17",0.546052631578947,0.0978260869565217,0.194295900178253,0.713754646840149,0.13713405238829,152,552,561,269,649,1555.25159455697,1582.23883071625,32518,23906,0.686369770633959,0.00906223417225329,757
"1638","32 18",0.563492063492063,0.155234657039711,0.367857142857143,0.717948717948718,0.262773722627737,126,554,560,195,548,4534.12830766309,3739.61571952771,109671,54449,0.870361769480336,0.0339032000143426,604
"1639","32 19",0.455089820359281,0.0699588477366255,0.189409368635438,0.676691729323308,0.188990825688073,167,486,491,266,545,5771.65790293716,5017.24758578889,30358,26840,0.691548776992065,0.0276179920245525,434
"1640","32 20",0.509677419354839,0.122082585278276,0.345195729537367,0.67906976744186,0.246478873239437,155,557,562,215,568,4021.77120935616,3267.65692339928,61047,33071,0.859508969865892,0.00789874826249238,638
"1641","32 21",0.593984962406015,0.081447963800905,0.262693156732892,0.711711711711712,0.207423580786026,133,442,453,222,458,6045.90225376705,5270.17538879628,42215,6449,0.761370140659165,0.00589277011088936,486
"1642","32 22",0.545871559633027,0.080824088748019,0.258914728682171,0.685064935064935,0.205014749262537,218,631,645,308,678,5735.30837638681,4941.32651517425,96130,25027,0.859019750007818,0.0127762280619678,638
"1643","32 23",0.639784946236559,0.112932604735883,0.314647377938517,0.718253968253968,0.205128205128205,186,549,553,252,546,4601.00833932292,3804.34644598624,92747,10468,0.875065568344497,0.0413074476465481,784
"1644","32 24",0.519685039370079,0.171846435100548,0.399280575539568,0.728301886792453,0.303234501347709,127,547,556,265,742,4555.56692998663,3798.76935443816,85069,76508,0.806453552298239,0.0325728755343918,567
"1645","32 25",0.481203007518797,0.0864745011086474,0.214912280701754,0.68,0.178714859437751,133,451,456,225,498,6183.73675167641,5422.23164717128,37767,25778,0.689456943550208,0.0102369255910243,649
