"white.treatment","white.control","black.treatment","black.control"
0.752941176470588,0.772049841192279,0.693286529179465,0.676350879583113
0.682352941176471,0.700232103591498,0.675515577007459,0.664898417942474
0.847058823529412,0.852565355484974,0.779069767441861,0.759847414042676
0.611764705882353,0.721426826288786,0.599605089951733,0.583585940293932
0.635294117647059,0.746359638407036,0.637560333479596,0.646302004393658
