"","ward_pre","dole_pct","bush2000_pct","votes_cast_1996","votes_cast_2000","nondemo.distance","demo.distance","white_median_income","black_median_income","white_name","black_name","registrants"
"1291","25 15",0.133928571428571,0.150537634408602,336,372,1777.8462798605,2023.68483482949,44207,116131,0.127618900360896,0.00547616923061944,938
"1293","25 17",0.068259385665529,0.101736972704715,293,403,1994.29301018368,738.34075951251,15711,6925,0.0679546385539777,0.159891881814946,691
"1295","25 19",0.0794871794871795,0.107843137254902,390,510,2025.04948175457,857.761254808371,56248,22224,0.0524576914164861,0.00636964264862499,1024
"1296","25 20",0.105882352941176,0.110831234256927,340,397,1210.63208024165,2398.248194011,33373,9768,0.0998805164183083,0.000810548316635667,641
"1297","25 21",0.19375,0.208333333333333,320,360,610.463718525746,1660.25510113625,25563,6932,0.559085472173394,0.0804540692016866,377
"1298","25 22",0.0721003134796238,0.116352201257862,319,318,1792.00906587028,1555.36421909159,29514,0,0.087439551967269,0.000904218767170832,810
"1299","25 23",0.034375,0.0983606557377049,320,427,1480.2537763658,1586.50585773238,48925,26824,0.0809782666547882,0.0359417196804107,689
"1300","26 1",0.101226993865031,0.127027027027027,326,370,5108.71905008264,4358.63830287358,15066,7142,0.251581254673293,0.441736526597978,647
"1301","26 2",0.0389105058365759,0.0660919540229885,257,348,1489.75917637509,3188.7867611456,14999,27127,0.0423020806624321,0.257967340087847,551
"1302","26 3",0.0760869565217391,0.166134185303514,276,313,2739.88144893507,4325.72739241411,53842,38592,0.0724416609484568,0.0519688483138747,576
"1303","26 4",0.0924657534246575,0.128686327077748,292,373,2534.48506229706,3794.85221518511,38135,41389,0.079285970991086,0.0413184735292713,623
"1304","26 5",0.0304182509505703,0.0814606741573034,263,356,1782.07426079749,3391.96437385658,19796,7269,0.0682792890005278,0.231968169675801,633
"1305","26 6",0.0982142857142857,0.165271966527197,336,478,2436.43049571716,2600.26384334327,66147,45823,0.455268765702641,0.181607986340301,617
"1306","26 7",0.145077720207254,0.247787610619469,193,226,5917.72900260567,5162.46975793988,24747,20821,0.68125741537161,0.0107947779339415,294
"1307","26 8",0.083969465648855,0.221556886227545,393,835,2860.426907539,3179.55180354678,155958,46077,0.535285790068998,0.0360603292762686,1012
"1308","26 9",0.0470219435736677,0.11731843575419,319,358,2135.51326972291,3805.54464271711,32589,60568,0.0266703097761189,0.056596146044312,938
"1309","26 10",0.0484848484848485,0.0919220055710306,330,359,1852.11275306897,3554.90940755649,38597,25934,0.0562751297072324,0.212845450875783,798
"1310","26 11",0.159468438538206,0.195767195767196,301,378,5174.20220178368,5452.59551150512,67707,71993,0.325688590416618,0.0150345190201613,628
"1311","26 12",0.0327868852459016,0.0928074245939675,305,431,2175.46688875498,3779.85164222468,35756,5983,0.068744632243773,0.156948027755635,909
"1312","26 13",0.114695340501792,0.146892655367232,279,354,4201.42110813139,4776.71997116907,43740,27990,0.516377505850365,0.0147696516407269,566
"1313","26 14",0.103825136612022,0.148741418764302,366,437,2737.61276117019,4417.47788479511,60861,43554,0.0522407282678735,0.0214061226651019,770
"1314","26 15",0.123287671232877,0.125461254612546,219,271,3171.50748356214,4848.48191006466,14156,47505,0.054252438515531,0.0502808801302861,625
"1315","26 16",0.0335570469798658,0.036101083032491,298,277,4766.97206696763,4031.38101397256,9456,1193,0.0777525902792656,0.61132490222546,405
"1316","26 17",0.0863095238095238,0.144303797468354,336,395,3416.3321175738,4098.83894816578,40795,23756,0.166440531105746,0.0332041366085792,1131
"1317","26 18",0.0935064935064935,0.116222760290557,385,413,2334.42335084073,4036.0169483927,34827,29761,0.0515739218435927,0.0482121125860545,734
"1318","26 19",0.161716171617162,0.199017199017199,303,407,5173.96260392502,5119.68312855668,66786,25624,0.351112314513025,0.0167036893167027,648
"1319","26 20",0.0638297872340425,0.133757961783439,235,314,1979.60516069297,2504.95739060455,23004,19093,0.214850325369537,0.184886494662622,809
"1320","26 21",0.1171875,0.186968838526912,256,353,2686.25145814686,3460.98286704185,71375,37500,0.255880493607612,0.051266465665848,860
"1321","26 22",0.0703125,0.11864406779661,256,354,2360.68931575618,2874.98908068634,25033,22151,0.215545693733269,0.143808891772889,442
"1322","26 23",0.136075949367089,0.149625935162095,316,401,3080.96780306282,3590.53731925326,82937,53113,0.349268141963101,0.0337705826502794,642
"1323","26 24",0.138297872340426,0.173489278752437,376,513,4251.49950544861,5072.83853186498,46604,45153,0.412643561792714,0.0176239879608215,614
"1324","26 25",0.106707317073171,0.130769230769231,328,390,4216.45856439618,4221.74582582442,43501,17394,0.460783673972823,0.0256284274225174,677
"1325","26 26",0.0974358974358974,0.146443514644351,195,239,2581.55278681842,3626.31699923233,44653,14567,0.12295766395825,0.0507845198197871,332
"1326","26 27",0.0434782608695652,0.103448275862069,184,203,1741.16291268668,3186.89955572525,35000,24583,0.0912191768659162,0.172638639791451,822
"1327","26 28",0.165625,0.165631469979296,320,483,3797.5188814616,4500.49542565006,51973,58094,0.295688155801167,0.0291794539931175,687
"1328","26 29",0.0636704119850187,0.132678132678133,267,407,2597.47636759946,4097.04734364539,20863,11224,0.0633767475545654,0.160644370837024,793
"1329","26 30",0.16969696969697,0.168704156479218,330,409,5622.04588278181,4881.93239249218,51299,44689,0.472561810842064,0.176933498948257,654
"1330","26 31",0.221052631578947,0.212121212121212,95,99,1744.49146412918,2164.59126013873,7985,6562,0.448373595079677,0.016667722739123,208
"1331","26 32",0.121951219512195,0.22488038277512,287,418,4826.17124430762,4491.86758222977,50895,13136,0.365592449808255,0.0197795132272845,847
"1332","26 33",0.1,0.16231884057971,280,345,3768.49592397592,4112.93642585765,24395,20281,0.402770914003563,0.017483391120254,493
"1333","26 34",0.13013698630137,0.18005540166205,292,361,4573.52149357754,5073.50770304143,40776,35697,0.476464159794302,0.041427889483865,572
"1334","26 35",0.073015873015873,0.0755813953488372,315,344,2413.95042073621,3916.89380459577,24545,14386,0.0850793653637306,0.153732725282139,666
"1335","26 36",0.0993150684931507,0.140311804008909,292,449,3027.8790508067,3838.22177253912,37443,38469,0.277332315253528,0.0265983579981642,992
"1336","26 37",0.145328719723183,0.184848484848485,289,330,4480.07925832675,4634.95403931198,48240,16331,0.542772515865726,0.0251587340000614,480
"1337","27 1",0.182156133828996,0.329341317365269,538,1670,1789.15099151438,1817.00073728493,674321,640600,0.77156646896111,0.159190616367015,2762
"1338","27 2",0.0315315315315315,0.040983606557377,222,122,2135.2980450569,3866.80093914545,13311,13384,0.0183075068571602,0.753648087198019,784
"1339","27 3",0.0176056338028169,0.0168067226890756,284,357,1313.24705847353,3053.99876840003,8445,11761,0.0196484202106312,0.863948165726942,576
"1340","27 4",0.0608695652173913,0.0958083832335329,230,334,2296.54197563377,4041.90600493012,24893,29506,0.018189723043229,0.411780289267053,507
"1341","27 5",0.432773109243697,0.585585585585586,238,333,518.709634126424,521.59512494237,44730,6687,0.647224870515511,0.295732062044271,589
"1343","27 7",0.0199203187250996,0.0493827160493827,251,162,620.000307213802,851.493671182611,61259,34690,0.378387273022911,0.56881855165,354
"1346","27 10",0.0235849056603774,0.0189075630252101,424,476,1803.40895473364,1524.13134059417,36889,14635,0.145727758729351,0.746246314607003,757
"1349","27 13",0.212631578947368,0.251046025104602,475,717,736.408242152739,568.136693150908,6519,2480,0.735367650552996,0.186191053655287,678
"1351","27 15",0.013986013986014,0.041044776119403,286,268,1090.43918289027,2826.9850259303,20744,22325,0.0286999463494892,0.776652173286747,517
"1352","27 16",0.287822878228782,0.29585798816568,271,338,1368.47760908194,1079.55930881514,15495,1996,0.91006550127732,0.0309461859666304,379
"1353","27 17",0.0958904109589041,0.12701252236136,365,559,992.930719422425,1253.36790723648,278496,92243,0.376243356081419,0.548332226668073,951
"1354","27 18",0.21,0.291666666666667,100,192,1910.50273501694,1391.21736721369,160893,107920,0.738122266182738,0.0323873388859789,291
"1355","27 19",0.0344827586206897,0.0472222222222222,261,360,1881.40589178452,3597.69857906647,6474,13965,0.00666024085504572,0.877318103586462,682
"1356","27 20",0.0192307692307692,0.111543450064851,520,771,1179.69214014577,610.177192647501,159197,12431,0.362950442773392,0.566310726007989,880
"1358","27 22",0.016,0.0227272727272727,250,308,1375.71315230959,3116.62315416018,24917,19697,0.00542098516754076,0.930373162586159,674
"1360","27 24",0.0454545454545455,0.0293333333333333,264,375,1970.35269348202,3715.77735778484,11253,18474,0.0255508063109069,0.751275925601446,602
"1361","27 25",0.012987012987013,0.0291666666666667,231,240,1758.37163209883,3379.94893824473,0,41375,0.0180712036410749,0.948179709217726,474
"1362","27 26",0.0117924528301887,0.0134228187919463,424,447,507.151965447534,1345.18033468927,0,95166,0.00330351851233398,0.977983278772234,977
"1364","27 28",0.226865671641791,0.255555555555556,335,360,655.178242885907,411.426746934747,61072,50962,0.346072051746083,0.596766413203723,373
"1365","27 29",0.0219298245614035,0.0137931034482759,228,290,1614.56893676253,3357.65292767482,7049,16869,0.02026226103401,0.819587527847111,526
"1366","27 30",0.136094674556213,0.210084033613445,169,238,791.837612593092,1098.54019076206,101670,57134,0.59803831146777,0.0344729413291131,344
"1367","27 31",0.0103626943005181,0.0161290322580645,193,310,1782.95141449978,3473.5435799034,6495,13908,0.00246844610011136,0.968535813006282,424
"1368","27 32",0.209183673469388,0.1931330472103,196,233,862.061722920168,1070.2452062593,39814,56576,0.544453082058676,0.0123552696682789,418
"1369","27 33",0.0514285714285714,0.141666666666667,350,360,1141.09109586662,1041.67736531951,217359,153498,0.396285007839984,0.57222280254223,1065
"1370","27 34",0.0145985401459854,0.015015015015015,274,333,1282.34458775222,2965.29876896094,0,19311,0.002420312728899,0.992402379657225,613
"1371","27 35",0.132450331125828,0.171428571428571,302,315,851.44475386546,722.828786396594,138817,91362,0.589169688349106,0.0358014106397172,382
"1372","27 36",0.0140350877192982,0.0248618784530387,285,362,953.187446966215,905.66216898643,81250,97835,0.0190553919485456,0.959517925909366,627
"1374","27 38",0.342268041237113,0.372262773722628,485,685,967.554871585763,697.10907036744,38751,31119,0.84753050818014,0.0922553629223514,726
"1376","27 40",0.0133928571428571,0.0102739726027397,224,292,1535.31810833555,3265.3674788474,48833,26831,0.00524181156579963,0.905159574004663,484
"1377","27 41",0.261261261261261,0.308411214953271,444,535,1285.09815755304,1508.91234884076,96644,193323,0.67694657974796,0.0275221011438192,688
"1378","27 42",0.296587926509186,0.351931330472103,381,466,1255.72994839978,960.568531359438,41017,10926,0.7277400120576,0.206613727594034,672
"1380","27 44",0.0219435736677116,0.0192307692307692,319,364,790.239368437307,2507.84895918694,32611,25639,0.000171651923205008,0.983547442824064,606
"1381","27 45",0.00898203592814371,0.0143884892086331,334,417,1029.55635240762,2753.16821265557,33639,25587,0.00322754180557499,0.972540705776631,440
"1382","27 46",0.0149253731343284,0.0134228187919463,268,298,1803.93849714255,3546.31422529837,10141,15668,0.02057886141185,0.849797754835968,577
"1383","27 47",0.0129310344827586,0.00699300699300699,232,143,1488.77402280767,3134.94413030973,0,16203,0.000895587837401912,0.98412318248314,491
"1384","27 48",0.00867052023121387,0.00911161731207289,346,439,642.134157562221,2384.29593956883,7456,21000,0.00799457450611234,0.987766217528079,624
"1386","27 50",0.173913043478261,0.307547169811321,230,530,799.740332535796,989.153610724648,333696,163024,0.765457180276178,0.183359505124392,878
"1389","27 53",0.270503597122302,0.341869398207426,695,781,1919.43436799687,1881.68727633542,8377,7422,0.628708011462963,0.187920393514444,478
"1390","27 54",0.259433962264151,0.32662192393736,212,447,1033.04651347676,1268.63885317019,297260,160319,0.772760571829978,0.0902754919584649,656
"1391","27 55",0.169590643274854,0.262295081967213,171,183,1694.40711665838,1203.68042069259,49707,44304,0.740487473816387,0.0113331031781852,332
"1392","28 1",0.00289855072463768,0.00966183574879227,345,414,2588.39274414695,4964.61942488526,0,12346,0.00553819433800697,0.980824968146218,643
"1393","28 2",0,0.00529100529100529,208,189,502.128793770425,1933.09481307204,0,4236,0.0144379831433572,0.964975981494566,339
"1394","28 3",0.00974025974025974,0.0168067226890756,308,357,941.7123262952,1657.56378137379,91581,30299,0.00795672824163355,0.98241353824592,698
"1395","28 4",0.00512820512820513,0.0121654501216545,390,411,2885.28885201038,5248.13431954005,0,12865,0.00240945051747903,0.9933528300174,905
"1396","28 5",0.0229885057471264,0.017921146953405,261,279,853.209945635368,1214.16972894924,21250,32378,0.00616767203263351,0.986522440157347,712
"1397","28 6",0.0053475935828877,0.00433839479392625,374,461,480.779827024537,2844.21193712528,0,16799,0.00381450204012222,0.994063590620415,525
"1398","28 7",0.0126262626262626,0.0135440180586907,396,443,1156.95062302319,3519.6847011675,0,19669,0.00137013832941805,0.99336248128522,956
"1399","28 8",0.0115606936416185,0.0142857142857143,173,210,3125.6519615111,5059.96435396442,0,13898,0.0129767671916815,0.966191257596488,282
"1400","28 9",0.00632911392405063,0.00256410256410256,316,390,890.46524197765,3271.22458822573,0,20623,0.000475709700867581,0.994730515796186,694
"1401","28 10",0.00961538461538462,0.0160427807486631,312,374,335.129602729374,521.460090192106,0,43201,0.00377554459111978,0.995879408386071,569
"1402","28 11",0.00769230769230769,0.0177304964539007,260,282,1377.40222649372,3661.35644860662,0,16986,0.00741688706640609,0.986202125082324,772
"1403","28 12",0.0036101083032491,0.0170648464163823,277,293,2500.64522053066,4828.64093985967,0,22527,0.00143810652009801,0.994305564767689,556
"1404","28 13",0.0104895104895105,0.0272727272727273,286,330,954.396055453404,3216.93022592821,0,16707,0.000437281506166828,0.997725491123464,776
"1405","28 14",0.0350877192982456,0.117647058823529,114,170,779.615558269887,623.311296500143,13571,2499,0.136325486026669,0.202605283378447,282
"1406","28 15",0,0.00431034482758621,176,232,623.515076922384,1824.8734310199,0,4176,0,0.964093119727098,324
"1407","28 16",0.0202702702702703,0.0206185567010309,296,291,1731.35451542137,4003.71202470043,0,28497,0.00203271917180689,0.993219546866768,571
"1409","28 18",0.00539083557951483,0.0128205128205128,371,390,673.316540657151,2867.186818657,0,17561,0.0033498134056754,0.989454036366589,513
"1410","28 19",0.0031055900621118,0.0203562340966921,322,393,2770.93449264683,5066.01522809528,0,14827,0.00194223602272803,0.992078078886785,451
"1411","28 20",0.0217391304347826,0.0128865979381443,322,388,830.64005251607,1734.7758084085,108420,19767,0.00437235749978459,0.988790632685891,671
"1412","28 21",0.0179640718562874,0.0117302052785924,334,341,2343.48232097687,4534.21225034437,0,58565,0.000665255088137607,0.993383740133708,420
"1413","28 22",0.00680272108843537,0.0222929936305732,294,314,808.915955800605,2342.57749152779,53880,10263,0.00866073985346967,0.981217647910036,802
"1414","28 23",0.0128205128205128,0.0053475935828877,312,374,1883.84916865445,3982.31598623963,637,42969,0.00203998602022707,0.988618215561136,531
"1415","28 24",0.0165745856353591,0.014218009478673,181,211,1496.33854235298,3374.60307158072,17882,62472,0.00100915611836647,0.997934606284419,535
"1417","28 26",0.0287539936102236,0.0225806451612903,313,310,1497.07608837265,3684.06322340262,2515,13516,0.00758741573232611,0.988143866258457,480
"1418","28 27",0.012396694214876,0.00778210116731518,242,257,2913.27600663646,5010.03368024618,0,22204,0.00577379145236593,0.985412366629179,356
"1419","28 28",0.03515625,0.0167224080267559,256,299,1184.66696718765,3269.07757987062,62606,22658,0.00481716060112697,0.990470514432952,508
"1420","28 29",0.00823045267489712,0.0179856115107914,243,278,1124.83865708303,581.560599205349,0,47224,0.0169073929778695,0.97104170536848,526
"1421","28 30",0.0378378378378378,0.0176211453744493,185,227,1753.32445620004,3743.61025535675,598,28425,0.00475422668495321,0.992026217785068,494
"1422","28 31",0.0106761565836299,0.0158227848101266,281,316,1398.87554001898,3761.6971393982,0,12578,0.000217532847810501,0.990022898316149,734
"1423","28 32",0.046875,0.0384615384615385,192,286,479.651242836445,1284.27525528284,0,38004,0.0198632430063714,0.972521906637939,513
"1424","28 33",0,0.00888888888888889,198,225,2037.99267788103,4202.65753483367,0,93660,0.00271399010076254,0.993102379687585,368
"1425","28 34",0.0075187969924812,0.00993377483443709,266,302,543.189211499634,871.446466598581,0,26056,0.00934690376860069,0.982001248494202,701
"1427","28 36",0.0225563909774436,0.00319488817891374,266,313,760.727396187253,1648.87059804373,0,17959,0.00163182051597493,0.996145010109595,296
"1428","28 37",0.0445344129554656,0.0373134328358209,247,268,907.463216726,2884.93795083296,0,2962,0.00983775463683892,0.979115621290573,458
"1429","28 38",0.0132013201320132,0.0168350168350168,303,297,2329.20431263705,3820.9475036736,5552,30273,0.00488351913599865,0.984024368866255,571
"1430","28 39",0.0158730158730159,0.0304568527918782,126,197,659.273810752791,896.67468430417,0,45185,0.0461782090501254,0.935825283276699,342
"1431","28 40",0.00647249190938511,0.0113314447592068,309,353,2150.75702570443,4467.18278586065,0,23708,0.000432369724516772,0.994991773996179,670
"1432","28 41",0.0201342281879195,0.0324324324324324,149,185,1267.71161567123,2971.17433531842,0,6621,0.000876432120265645,0.997711906573856,358
"1433","28 42",0.0045045045045045,0.010752688172043,222,279,2611.26988688744,4844.62848769918,0,24104,0.00059720726919033,0.994295210031522,478
"1434","28 43",0.0124223602484472,0.0225225225225225,161,222,877.560684857662,2287.7325895387,21382,14935,0.0034860343980146,0.989380590969422,391
"1435","28 44",0.0178571428571429,0.00995024875621891,168,201,1696.56062184489,4057.50626718062,0,18912,0.00295653382142913,0.996048582117825,159
"1436","28 45",0.0127118644067797,0.004149377593361,236,241,3160.64589523562,5363.9238527761,0,22056,0.000323117697620814,0.994049281371749,351
"1437","28 46",0.00495049504950495,0.0136363636363636,202,220,937.34167197345,2201.08680170033,18014,14753,0.0063692474951514,0.983606889428645,223
"1438","28 47",0.014367816091954,0.010230179028133,348,391,2989.76060407502,5305.2668143319,0,25656,0.00425677888707143,0.987824805094716,413
"1441","28 50",0,0.0157068062827225,163,191,453.21711020799,1045.32807461205,0,10417,0.0121533390938857,0.97620395901488,417
"1442","28 51",0.008,0.0156739811912226,250,319,2752.78101635017,4703.73194564381,19643,104459,0.0072796320099826,0.973738394651296,484
"1445","28 54",0.00851063829787234,0.00403225806451613,235,248,757.975222119575,631.465561951301,0,16367,0,0.994930062246352,359
"1446","28 55",0.0117647058823529,0.00518134715025907,170,193,550.750122474257,2210.810300782,9962,38687,0.00453743075627218,0.990713978899626,364
"1447","28 56",0.0177935943060498,0.0198019801980198,281,303,968.910717796863,2535.03952814319,20698,29753,0.0116990135197681,0.971876327930075,551
"1448","28 57",0.0104895104895105,0.00900900900900901,286,333,1553.96190044278,3100.15870415492,0,23228,0.00537122178821518,0.983149008036951,571
"1449","28 58",0.0301724137931034,0.0222222222222222,232,225,3063.41947356062,5325.00824735778,0,8123,0.00295098771442181,0.987851576694566,404
"1450","28 59",0,0.0167364016736402,199,239,451.578586036676,1981.19452615033,17762,9249,0.000394677577933222,0.992158435435972,452
"1451","28 60",0.0125,0.0109090909090909,240,275,2823.98672941754,5009.78904816226,0,11886,0.000111578838641218,0.994367442349269,307
"1452","28 61",0.0140845070422535,0.0125786163522013,142,159,2078.49238248024,4452.51034893479,0,8656,0.00164025720045486,0.996509432854498,498
"1453","29 1",0.0141843971631206,0.0203488372093023,282,344,3484.41700398597,5721.51370870285,12518,9514,0.0051720612738865,0.985053387727725,495
"1454","29 2",0.189320388349515,0.228571428571429,206,210,6359.65901354444,8079.37128357127,32920,15091,0.223648553021792,0.0458221194159329,412
"1455","29 3",0.0101010101010101,0.0140845070422535,297,355,2909.88980305188,5082.46654963364,0,26010,0.00130461298198142,0.992640244826358,446
"1456","29 4",0.0259259259259259,0.0226628895184136,270,353,5717.48476056426,7533.51059382221,57663,33227,0.0122925852663983,0.961885955370925,531
"1457","29 5",0.021875,0.0240963855421687,320,415,4762.04339288349,6783.85074987406,2331,36136,0.0106237692739931,0.977889798900157,718
"1458","29 6",0.159090909090909,0.275280898876405,132,178,7319.54450587736,9015.29679748619,19082,20037,0.175384587618149,0.0487498110976517,250
"1459","29 7",0.186046511627907,0.192307692307692,258,312,6503.85425749547,8200.96276441106,81400,45820,0.152791251621012,0.0727755316066149,620
"1460","29 8",0.0277777777777778,0.0235546038543897,396,467,5107.08616966277,6954.00837830927,32967,44627,0.00862101923656949,0.967726213210686,766
"1461","29 9",0.0495867768595041,0.0395348837209302,484,430,4116.81605918083,6387.55527967237,0,10643,0.0173527637285455,0.977123732510113,338
"1462","29 10",0.00427350427350427,0.00867052023121387,234,346,3513.5857391435,5872.71806695391,0,13088,0.00388214657668232,0.988874941044265,419
"1463","29 11",0.0118577075098814,0.0236220472440945,253,381,4423.0504216103,6693.47603434408,4338,22235,0.0124061621185387,0.982464574622127,672
"1464","29 12",0.0420168067226891,0.0384615384615385,238,286,3089.90905169986,5303.54449411785,0,11172,0.0853966928277007,0.902473825438286,478
"1465","29 13",0.0209424083769634,0.0199501246882793,382,401,5429.03748793753,7433.90302554818,2787,27937,0.0138398753745688,0.972585095150906,478
"1466","29 14",0.0121951219512195,0.0141643059490085,328,353,3209.24360438661,5464.99468534877,8576,20103,0.00394050501724681,0.99482625567395,520
"1467","29 15",0.00485436893203883,0.00449438202247191,412,445,2793.35751819149,5015.10047317978,0,14639,0.0122768572525088,0.985265992038556,461
"1468","29 16",0.00862068965517241,0.00381679389312977,232,262,3882.23053468559,6245.83310740244,8374,13609,0.00282813000850013,0.990270615855908,455
"1469","29 17",0.168224299065421,0.173333333333333,214,300,6594.1136694584,8305.86640297152,37408,41384,0.166319033822064,0.0144101474968494,439
"1470","29 18",0.0185758513931889,0.0164383561643836,323,365,4753.5855016378,7039.54981415843,6117,10544,0.00782726534805911,0.98844419282835,430
"1471","29 19",0.0128205128205128,0.0135593220338983,234,295,4594.41520291312,6826.08700250448,16637,7450,0.00681504302383978,0.97337689012357,304
"1472","29 20",0.0259067357512953,0.0433734939759036,386,415,4662.76884891223,6997.91016650604,27619,14341,0.0156123409064759,0.975725368470922,419
"1473","29 21",0.00854700854700855,0.0181818181818182,351,440,3988.08241643863,6309.98334012124,0,11968,0.00669517795490099,0.984721056914971,811
"1474","29 22",0.205223880597015,0.167202572347267,268,311,4580.28716541574,6603.15061080154,5886,8192,0.369328369250096,0.386663272871993,462
"1475","29 23",0.0227272727272727,0.0154320987654321,264,324,4419.72552524361,6754.41619597508,21131,15212,0.00361763344779579,0.988146492183847,423
"1476","29 24",0.0263852242744063,0.0162932790224033,379,491,5750.23852816998,7349.56964656228,26144,48500,0.0161283144725571,0.947179107508065,762
"1477","29 25",0.0117096018735363,0.0172117039586919,427,581,6070.73838980008,7839.25622553815,24042,30887,0.0116528073014248,0.945617697657715,579
"1478","29 26",0.0242214532871972,0.0267062314540059,289,337,4261.14716139408,6502.47166984515,26239,11750,0.00643940925415459,0.983879229816358,538
"1479","29 27",0.0182481751824818,0.0119760479041916,274,334,4239.09477094129,6560.87522946532,0,12859,0.00334675207751829,0.987804078647388,461
"1480","29 28",0.0251046025104603,0.0196078431372549,239,306,3438.47440855128,5568.83364877553,0,15033,0.00328471717943658,0.982288580680407,325
"1481","29 29",0.0280112044817927,0.0427927927927928,357,444,5020.26095705962,7173.48580015814,17756,20381,0.0251355972322421,0.962394548090863,680
"1482","29 30",0.0176211453744493,0.0461538461538462,227,325,5518.67957787061,7228.61927753854,35129,75808,0.0246503090894811,0.783216521197152,514
"1483","29 31",0.00284090909090909,0.0101010101010101,352,396,4228.0333989235,6381.69917513205,0,88094,7.66005377185605e-05,0.997801606931275,647
"1484","29 32",0.0343642611683849,0.0105820105820106,291,378,5310.42351008151,7049.89050523398,0,28222,0.0140787852245571,0.97594127714171,739
"1485","29 33",0.0033112582781457,0.0158227848101266,302,316,4420.31887689596,6626.6753864799,12875,32736,0.020333431304083,0.965748665677758,591
"1486","29 34",0.16,0.154676258992806,200,278,4453.34760614249,6422.6005752588,9499,13220,0.263954812846786,0.454761881858161,366
"1487","29 35",0.0135135135135135,0.0267062314540059,296,337,4581.67628303374,6698.67167924467,5875,30655,0.00978853831625642,0.98177595078298,504
"1488","29 36",0.016304347826087,0.0153508771929825,368,456,6458.1744324155,8121.54380571129,21940,106176,0.00789393809250424,0.953792107167589,645
"1489","29 37",0.016,0.0355191256830601,375,366,5134.94935898973,7137.14755482498,2237,29547,0.0106719159514477,0.978699697243505,611
"1490","29 38",0.00338983050847458,0.0157232704402516,295,318,3470.66449799734,5649.80458589452,0,13268,4.47603627237818e-05,0.99810210088406,495
"1491","29 39",0.166112956810631,0.196428571428571,301,280,7338.68442253963,9032.22242622744,67956,107733,0.172410323155276,0.0853838652065969,522
"1492","29 40",0.026378896882494,0.0401785714285714,417,224,5622.63277952813,7550.84755127554,45155,39720,0.0147838677511437,0.974367972837872,588
"1493","29 41",0.027027027027027,0.020703933747412,407,483,5354.12818594412,7246.45821058454,54708,47559,0.0148327808015957,0.97072207764357,766
"1494","29 42",0.0128755364806867,0.00666666666666667,233,300,3781.1973365144,6008.51161923329,10156,7719,0.00296108948992474,0.990174754249191,499
"1495","29 43",0.00797872340425532,0.0245231607629428,376,367,5877.13553079953,7731.76575320871,63741,30171,0.0100283822839051,0.975964436313651,614
"1496","29 44",0.0469314079422383,0.0428571428571429,277,280,4747.94510191796,6903.75623982089,8494,18804,0.024949617694331,0.962732397084392,616
"1497","29 45",0.0189873417721519,0.0160771704180064,316,311,5000.83749176562,7092.24536856879,1518,32550,0.00134960364532835,0.98491802854934,425
"1498","29 46",0.0209580838323353,0.024822695035461,334,282,5082.80747692047,7031.94756511161,9182,36700,0.0160291004863841,0.971811478174494,749
"1499","29 47",0.0366748166259169,0.0684326710816777,409,453,4795.39878041979,7021.62577013969,29000,37708,0.0863857820627851,0.896800219785336,368
"1500","29 48",0.282051282051282,0.172043010752688,78,93,7209.44511287306,8928.00868168872,18280,5786,0.108262038122467,0.0384316976870764,88
"1501","29 49",0.0121065375302663,0.00711743772241993,413,562,5792.45361166541,7496.43056607193,35189,36511,0.0124347622684369,0.952050096929533,592
"1502","29 50",0.0337423312883436,0.023936170212766,326,376,5488.17576937598,7267.79946699407,53610,41993,0.0169829875154301,0.957350764551696,520
"1503","29 51",0.0305810397553517,0.020671834625323,327,387,5156.49048336135,7214.64831026809,1945,31599,0.0100958792894986,0.983149324824206,449
"1504","29 52",0.180811808118081,0.169139465875371,271,337,7020.13359195036,8655.75223155951,49354,53123,0.166818096281645,0.10672294932097,531
"1505","29 53",0.242290748898678,0.248945147679325,227,237,6683.13581234048,8412.98696145927,56747,0,0.303616850210336,0.0658427939577927,516
"1506","29 54",0.271493212669683,0.265151515151515,221,264,6990.53151432636,8713.97485517232,36603,16108,0.248375566340213,0.0267841525551574,496
"1507","29 55",0,0.0120481927710843,64,83,3713.53777249753,5728.72212786906,13806,49495,0.175336228374498,0.763277861491447,249
"1508","29 56",0.0119047619047619,0.0093167701863354,252,322,3589.51346191305,5795.79676968506,0,11225,0,0.998419276176521,570
"1509","30 1",0.319480519480519,0.281553398058252,385,412,7047.4236888137,8501.2889264908,53182,29848,0.793568898180734,0.00992037231562396,480
"1510","30 2",0.285276073619632,0.324396782841823,326,373,7996.71956127711,9130.979187673,27439,20879,0.65357394240724,0.0223098260057194,482
"1511","30 3",0.220108695652174,0.233766233766234,368,462,6323.66549429782,7634.97147622595,50951,0,0.596943544288053,0.00678959985093422,562
"1512","30 4",0.235173824130879,0.235294117647059,489,493,5680.66505528717,7326.76140784075,47383,53068,0.238655930167188,0.00234694444196657,884
"1513","30 5",0.32093023255814,0.277310924369748,215,238,7335.32746022022,9080.36301022516,21969,620,0.399099476281618,0.00127472898496211,309
"1514","30 6",0.251677852348993,0.251677852348993,298,298,7156.48634429887,8352.78576635183,24499,7959,0.769868870259575,0.0159745501514342,395
"1515","30 7",0.216666666666667,0.308176100628931,300,318,6493.7614364853,8129.39213915428,45143,0,0.516953726276477,0.00156020650241387,471
