"mean","sd","50%","2.5%","97.5%"
Inf,NA,Inf,Inf,Inf
0.748217085548067,0.0096892104709913,0.748454735687876,0.729406221771049,0.766837921357
0.736353636967747,0.00898941412144716,0.736531648734247,0.718580073387395,0.752869090390639
0.728967175489386,0.0081846971195359,0.72882494873453,0.713261960120664,0.745986214268974
0.723816949774665,0.00801312682061782,0.724006256758165,0.708263348537525,0.738640012392011
0.71971038242509,0.00785520386805639,0.719861077090751,0.703949894908139,0.734735620230604
0.716791158542152,0.00747276851071715,0.716699158673416,0.702471251308379,0.731608790201554
0.713379922388072,0.00746018573271509,0.713374653624755,0.699787971584388,0.728310394399668
0.711976485052856,0.00705111848208434,0.711990104895436,0.698180696051399,0.725723189780982
0.709384891853188,0.00714520128014698,0.709334528316112,0.695282836938404,0.722760482722699
0.707368897740186,0.00678814282440899,0.707263468143227,0.694418638034699,0.720270659829021
0.705757063510812,0.00664971469771376,0.705743771158537,0.692242229462612,0.718318326996735
0.704191167688228,0.00675248147375463,0.704091529272495,0.691059769380176,0.718042650263835
0.70282164379389,0.00656618709460636,0.702935799539243,0.690010572573924,0.715233585431956
0.701400615751014,0.00666464717753293,0.701541064775866,0.688527024759804,0.714243084387098
0.700427409041246,0.00654424181147815,0.700336047099335,0.687006079896455,0.713367521016356
0.698980646232769,0.00657452373750618,0.698891081361734,0.686816815762257,0.711612049918302
0.698152445575654,0.00634045787189836,0.697890651834535,0.686216085581956,0.710492034739711
0.697437256023826,0.00651155720183598,0.697179152183042,0.685193787689546,0.711131590886335
0.696224189393433,0.00642435091090285,0.696093533274453,0.682626499057299,0.708723810884785
0.695224911364441,0.00651669303295998,0.695115383460523,0.682100746921998,0.707624529860069
0.694500784262518,0.00630572713547237,0.694780892815736,0.682685061870752,0.705970837909399
0.693855761834209,0.00614530193648679,0.693852761720941,0.681540406113095,0.705601360439947
0.69271076497054,0.00653116712192719,0.692859633369546,0.679905023966766,0.705188166051783
0.692257370143022,0.00615553961716838,0.692210150361193,0.680594262630823,0.703609501063582
0.691177798231435,0.00636660752987577,0.691016476318272,0.678941138311824,0.703891027324917
0.690224402180269,0.00622638603570966,0.69014700070587,0.677757995444192,0.702223770856787
0.689623814423853,0.0061219114354856,0.689597790575855,0.677886137306317,0.701943026536012
0.689438386898406,0.00619392563045142,0.689334522086211,0.67756234404516,0.701745009865742
0.688321323449329,0.00623232265706784,0.688258494048753,0.675512962923161,0.700799589040391
0.688274278278062,0.00623731071672739,0.688389436704058,0.676206066132752,0.699994012365219
0.687298523074656,0.00586222757321714,0.687219230198485,0.675180828717332,0.698261479434653
0.686450101258931,0.00611273759615442,0.686297700883041,0.674219480456305,0.698413509087163
0.686550178942026,0.00586594333715781,0.686620731135326,0.67516992908369,0.697988988713737
0.686146727442201,0.00600081772873955,0.686103436934228,0.674560492612673,0.698173950248534
0.685135014843389,0.00597425292820899,0.685004905840536,0.673466357221315,0.697204983574542
0.685052158657487,0.00595552483385461,0.684877970674124,0.673980326241185,0.697000823404663
0.684206244392579,0.00596530459836483,0.684375887292633,0.672428668785155,0.695410569990509
0.683743765004388,0.00609341270457568,0.683777117042156,0.672223839053581,0.695439049647723
0.683192687227876,0.00576542932565913,0.683228203154776,0.671794363336139,0.693824612466333
0.683290626574196,0.00570437706351054,0.683252093630858,0.671750668713382,0.694677517093801
0.682366342836233,0.00595133328119675,0.682347853734423,0.671052839552031,0.693620674898366
0.682162980280656,0.00593773223580441,0.68200000445898,0.670932960868095,0.694098126717001
0.681206450630431,0.0059828723995456,0.681150531585802,0.670034548750411,0.693364638542983
0.68101540703104,0.0058732101951671,0.681087942243134,0.669714558907363,0.692100577138648
0.680520403254424,0.00589930961116905,0.680369379879193,0.66859295416264,0.691856748884388
0.680278966173717,0.00586178004843557,0.680350488298183,0.668689806441946,0.692030370221239
